date,location,location_name,count
2023-01-14,12,Florida,710
2023-01-14,13,Georgia,109
2023-01-14,15,Hawaii,9
2023-01-14,19,Iowa,96
2023-01-14,16,Idaho,46
2023-01-14,17,Illinois,173
2023-01-14,18,Indiana,173
2023-01-14,20,Kansas,55
2023-01-14,21,Kentucky,63
2023-01-14,22,Louisiana,85
2023-01-14,25,Massachusetts,255
2023-01-14,24,Maryland,101
2023-01-14,23,Maine,57
2023-01-14,26,Michigan,320
2023-01-14,27,Minnesota,47
2023-01-14,29,Missouri,195
2023-01-14,28,Mississippi,57
2023-01-14,30,Montana,39
2023-01-14,37,North Carolina,131
2023-01-14,38,North Dakota,52
2023-01-14,31,Nebraska,63
2023-01-14,33,New Hampshire,47
2023-01-14,34,New Jersey,176
2023-01-14,35,New Mexico,53
2023-01-14,32,Nevada,37
2023-01-14,36,New York,517
2023-01-14,39,Ohio,194
2023-01-14,40,Oklahoma,274
2023-01-14,41,Oregon,65
2023-01-14,42,Pennsylvania,455
2023-01-14,72,Puerto Rico,84
2023-01-14,44,Rhode Island,9
2023-01-14,45,South Carolina,79
2023-01-14,46,South Dakota,15
2023-01-14,47,Tennessee,100
2023-01-14,48,Texas,772
2023-01-14,US,US,7231
2023-01-14,49,Utah,22
2023-01-14,51,Virginia,119
2023-01-14,50,Vermont,12
2023-01-14,53,Washington,144
2023-01-14,55,Wisconsin,173
2023-01-14,54,West Virginia,48
2023-01-14,56,Wyoming,16
2023-01-07,02,Alaska,32
2023-01-07,01,Alabama,125
2023-01-07,05,Arkansas,158
2023-01-07,04,Arizona,388
2023-01-07,06,California,916
2023-01-07,08,Colorado,158
2023-01-07,09,Connecticut,170
2023-01-07,11,District of Columbia,17
2023-01-07,10,Delaware,47
2023-01-07,12,Florida,1297
2023-01-07,13,Georgia,189
2023-01-07,15,Hawaii,10
2023-01-07,19,Iowa,218
2023-01-07,16,Idaho,112
2023-01-07,17,Illinois,433
2023-01-07,18,Indiana,365
2023-01-07,20,Kansas,126
2023-01-07,21,Kentucky,133
2023-01-07,22,Louisiana,172
2023-01-07,25,Massachusetts,499
2023-01-07,24,Maryland,157
2023-01-07,23,Maine,126
2023-01-07,26,Michigan,714
2023-01-07,27,Minnesota,80
2023-01-07,29,Missouri,405
2023-01-07,28,Mississippi,88
2023-01-07,30,Montana,60
2023-01-07,37,North Carolina,222
2023-01-07,38,North Dakota,72
2023-01-07,31,Nebraska,99
2023-01-07,33,New Hampshire,108
2023-01-07,34,New Jersey,351
2023-01-07,35,New Mexico,179
2023-01-07,32,Nevada,116
2023-01-07,36,New York,949
2023-01-07,39,Ohio,490
2023-01-07,40,Oklahoma,505
2023-01-07,41,Oregon,152
2023-01-07,42,Pennsylvania,814
2023-01-07,72,Puerto Rico,60
2023-01-07,44,Rhode Island,37
2023-01-07,45,South Carolina,147
2023-01-07,46,South Dakota,69
2023-01-07,47,Tennessee,174
2023-01-07,48,Texas,1251
2023-01-07,US,US,14101
2023-01-07,49,Utah,66
2023-01-07,51,Virginia,233
2023-01-07,50,Vermont,51
2023-01-07,53,Washington,231
2023-01-07,55,Wisconsin,337
2023-01-07,54,West Virginia,161
2023-01-07,56,Wyoming,32
2022-12-31,02,Alaska,43
2022-12-31,01,Alabama,148
2022-12-31,05,Arkansas,204
2022-12-31,04,Arizona,664
2022-12-31,06,California,1420
2022-12-31,08,Colorado,315
2022-12-31,09,Connecticut,241
2022-12-31,11,District of Columbia,32
2022-12-31,10,Delaware,42
2022-12-31,12,Florida,1213
2022-12-31,13,Georgia,184
2022-12-31,15,Hawaii,34
2022-12-31,19,Iowa,320
2022-12-31,16,Idaho,223
2022-12-31,17,Illinois,559
2022-12-31,18,Indiana,567
2022-12-31,20,Kansas,186
2022-12-31,21,Kentucky,243
2022-12-31,22,Louisiana,166
2022-12-31,25,Massachusetts,768
2022-12-31,24,Maryland,225
2022-12-31,23,Maine,192
2022-12-31,26,Michigan,1137
2022-12-31,27,Minnesota,177
2022-12-31,29,Missouri,640
2022-12-31,28,Mississippi,120
2022-12-31,30,Montana,92
2022-12-31,37,North Carolina,299
2022-12-31,38,North Dakota,82
2022-12-31,31,Nebraska,144
2022-12-31,33,New Hampshire,141
2022-12-31,34,New Jersey,492
2022-12-31,35,New Mexico,286
2022-12-31,32,Nevada,179
2022-12-31,36,New York,1309
2022-12-31,39,Ohio,711
2022-12-31,40,Oklahoma,716
2022-12-31,41,Oregon,361
2022-12-31,42,Pennsylvania,1076
2022-12-31,72,Puerto Rico,62
2022-12-31,44,Rhode Island,51
2022-12-31,45,South Carolina,160
2022-12-31,46,South Dakota,59
2022-12-31,47,Tennessee,248
2022-12-31,48,Texas,1380
2022-12-31,US,US,19448
2022-12-31,49,Utah,83
2022-12-31,51,Virginia,280
2022-12-31,50,Vermont,81
2022-12-31,53,Washington,384
2022-12-31,55,Wisconsin,486
2022-12-31,54,West Virginia,172
2022-12-31,56,Wyoming,51
2022-12-24,02,Alaska,43
2022-12-24,01,Alabama,153
2022-12-24,05,Arkansas,204
2022-12-24,04,Arizona,587
2022-12-24,06,California,1600
2022-12-24,08,Colorado,342
2022-12-24,09,Connecticut,270
2022-12-24,11,District of Columbia,21
2022-12-24,10,Delaware,29
2022-12-24,12,Florida,1024
2022-12-24,13,Georgia,160
2022-12-24,15,Hawaii,29
2022-12-24,19,Iowa,330
2022-12-24,16,Idaho,203
2022-12-24,17,Illinois,579
2022-12-24,18,Indiana,621
2022-12-24,20,Kansas,187
2022-12-24,21,Kentucky,281
2022-12-24,22,Louisiana,155
2022-12-24,25,Massachusetts,768
2022-12-24,24,Maryland,243
2022-12-24,23,Maine,211
2022-12-24,26,Michigan,1126
2022-12-24,27,Minnesota,162
2022-12-24,29,Missouri,563
2022-12-24,28,Mississippi,86
2022-12-24,30,Montana,60
2022-12-24,37,North Carolina,298
2022-12-24,38,North Dakota,72
2022-12-24,31,Nebraska,140
2022-12-24,33,New Hampshire,117
2022-12-24,34,New Jersey,538
2022-12-24,35,New Mexico,361
2022-12-24,32,Nevada,227
2022-12-24,36,New York,1526
2022-12-24,39,Ohio,802
2022-12-24,40,Oklahoma,689
2022-12-24,41,Oregon,452
2022-12-24,42,Pennsylvania,1054
2022-12-24,72,Puerto Rico,115
2022-12-24,44,Rhode Island,62
2022-12-24,45,South Carolina,118
2022-12-24,46,South Dakota,84
2022-12-24,47,Tennessee,228
2022-12-24,48,Texas,1248
2022-12-24,US,US,19632
2022-12-24,49,Utah,63
2022-12-24,51,Virginia,269
2022-12-24,50,Vermont,64
2022-12-24,53,Washington,405
2022-12-24,55,Wisconsin,458
2022-12-24,54,West Virginia,155
2022-12-24,56,Wyoming,50
2022-12-17,02,Alaska,51
2022-12-17,01,Alabama,153
2022-12-17,05,Arkansas,257
2022-12-17,04,Arizona,581
2022-12-17,06,California,1635
2022-12-17,08,Colorado,254
2022-12-17,09,Connecticut,391
2022-12-17,11,District of Columbia,23
2022-12-17,10,Delaware,26
2022-12-17,12,Florida,844
2022-12-17,13,Georgia,144
2022-12-17,15,Hawaii,14
2022-12-17,19,Iowa,333
2022-12-17,16,Idaho,283
2022-12-17,17,Illinois,738
2022-12-17,18,Indiana,681
2022-12-17,20,Kansas,232
2022-12-17,21,Kentucky,437
2022-12-17,22,Louisiana,139
2022-12-17,25,Massachusetts,659
2022-12-17,24,Maryland,267
2022-12-17,23,Maine,183
2022-12-17,26,Michigan,906
2022-12-17,27,Minnesota,247
2022-12-17,29,Missouri,759
2022-12-17,28,Mississippi,144
2022-12-17,30,Montana,99
2022-12-17,37,North Carolina,319
2022-12-17,38,North Dakota,90
2022-12-17,31,Nebraska,166
2022-12-17,33,New Hampshire,83
2022-12-17,34,New Jersey,620
2022-12-17,35,New Mexico,342
2022-12-17,32,Nevada,251
2022-12-17,36,New York,1719
2022-12-17,39,Ohio,983
2022-12-17,40,Oklahoma,788
2022-12-17,41,Oregon,702
2022-12-17,42,Pennsylvania,1050
2022-12-17,72,Puerto Rico,68
2022-12-17,44,Rhode Island,41
2022-12-17,45,South Carolina,149
2022-12-17,46,South Dakota,97
2022-12-17,47,Tennessee,262
2022-12-17,48,Texas,1524
2022-12-17,US,US,21612
2022-12-17,49,Utah,41
2022-12-17,51,Virginia,287
2022-12-17,50,Vermont,56
2022-12-17,53,Washington,763
2022-12-17,55,Wisconsin,488
2022-12-17,54,West Virginia,199
2022-12-17,56,Wyoming,44
2022-12-10,02,Alaska,73
2022-12-10,01,Alabama,234
2022-12-10,05,Arkansas,346
2022-12-10,04,Arizona,784
2022-12-10,06,California,2406
2022-12-10,08,Colorado,237
2022-12-10,09,Connecticut,394
2022-12-10,11,District of Columbia,41
2022-12-10,10,Delaware,30
2022-12-10,12,Florida,789
2022-12-10,13,Georgia,182
2022-12-10,15,Hawaii,13
2022-12-10,19,Iowa,233
2022-12-10,16,Idaho,185
2022-12-10,17,Illinois,984
2022-12-10,18,Indiana,850
2022-12-10,20,Kansas,261
2022-12-10,21,Kentucky,710
2022-12-10,22,Louisiana,277
2022-12-10,25,Massachusetts,578
2022-12-10,24,Maryland,332
2022-12-10,23,Maine,119
2022-12-10,26,Michigan,611
2022-12-10,27,Minnesota,345
2022-12-10,29,Missouri,838
2022-12-10,28,Mississippi,179
2022-12-10,30,Montana,103
2022-12-10,37,North Carolina,395
2022-12-10,38,North Dakota,54
2022-12-10,31,Nebraska,122
2022-12-10,33,New Hampshire,70
2022-12-10,34,New Jersey,770
2022-12-10,35,New Mexico,409
2022-12-10,32,Nevada,369
2022-12-10,36,New York,1498
2022-12-10,39,Ohio,959
2022-12-10,40,Oklahoma,868
2022-12-10,41,Oregon,658
2022-12-10,42,Pennsylvania,1186
2022-12-10,72,Puerto Rico,93
2022-12-10,44,Rhode Island,54
2022-12-10,45,South Carolina,160
2022-12-10,46,South Dakota,84
2022-12-10,47,Tennessee,489
2022-12-10,48,Texas,1796
2022-12-10,US,US,24098
2022-12-10,49,Utah,60
2022-12-10,51,Virginia,368
2022-12-10,50,Vermont,45
2022-12-10,53,Washington,681
2022-12-10,55,Wisconsin,481
2022-12-10,54,West Virginia,246
2022-12-10,56,Wyoming,49
2022-12-03,02,Alaska,53
2022-12-03,01,Alabama,360
2022-12-03,05,Arkansas,466
2022-12-03,04,Arizona,803
2022-12-03,06,California,3160
2022-12-03,08,Colorado,164
2022-12-03,09,Connecticut,426
2022-12-03,11,District of Columbia,66
2022-12-03,10,Delaware,86
2022-12-03,12,Florida,921
2022-12-03,13,Georgia,276
2022-12-03,15,Hawaii,9
2022-12-03,19,Iowa,210
2022-12-03,16,Idaho,194
2022-12-03,17,Illinois,1146
2022-12-03,18,Indiana,833
2022-12-03,20,Kansas,305
2022-12-03,21,Kentucky,852
2022-12-03,22,Louisiana,297
2022-12-03,25,Massachusetts,415
2022-12-03,24,Maryland,415
2022-12-03,23,Maine,100
2022-12-03,26,Michigan,470
2022-12-03,27,Minnesota,443
2022-12-03,29,Missouri,860
2022-12-03,28,Mississippi,268
2022-12-03,30,Montana,67
2022-12-03,37,North Carolina,638
2022-12-03,38,North Dakota,52
2022-12-03,31,Nebraska,104
2022-12-03,33,New Hampshire,34
2022-12-03,34,New Jersey,888
2022-12-03,35,New Mexico,361
2022-12-03,32,Nevada,400
2022-12-03,36,New York,1326
2022-12-03,39,Ohio,960
2022-12-03,40,Oklahoma,809
2022-12-03,41,Oregon,542
2022-12-03,42,Pennsylvania,1338
2022-12-03,72,Puerto Rico,88
2022-12-03,44,Rhode Island,22
2022-12-03,45,South Carolina,245
2022-12-03,46,South Dakota,73
2022-12-03,47,Tennessee,690
2022-12-03,48,Texas,2213
2022-12-03,US,US,26602
2022-12-03,49,Utah,34
2022-12-03,51,Virginia,499
2022-12-03,50,Vermont,31
2022-12-03,53,Washington,732
2022-12-03,55,Wisconsin,461
2022-12-03,54,West Virginia,318
2022-12-03,56,Wyoming,79
2022-11-26,02,Alaska,69
2022-11-26,01,Alabama,237
2022-11-26,05,Arkansas,407
2022-11-26,04,Arizona,577
2022-11-26,06,California,2631
2022-11-26,08,Colorado,148
2022-11-26,09,Connecticut,183
2022-11-26,11,District of Columbia,58
2022-11-26,10,Delaware,39
2022-11-26,12,Florida,746
2022-11-26,13,Georgia,214
2022-11-26,15,Hawaii,12
2022-11-26,19,Iowa,104
2022-11-26,16,Idaho,141
2022-11-26,17,Illinois,861
2022-11-26,18,Indiana,457
2022-11-26,20,Kansas,156
2022-11-26,21,Kentucky,521
2022-11-26,22,Louisiana,217
2022-11-26,25,Massachusetts,193
2022-11-26,24,Maryland,313
2022-11-26,23,Maine,33
2022-11-26,26,Michigan,290
2022-11-26,27,Minnesota,382
2022-11-26,29,Missouri,497
2022-11-26,28,Mississippi,272
2022-11-26,30,Montana,44
2022-11-26,37,North Carolina,430
2022-11-26,38,North Dakota,22
2022-11-26,31,Nebraska,60
2022-11-26,33,New Hampshire,9
2022-11-26,34,New Jersey,513
2022-11-26,35,New Mexico,176
2022-11-26,32,Nevada,230
2022-11-26,36,New York,789
2022-11-26,39,Ohio,562
2022-11-26,40,Oklahoma,365
2022-11-26,41,Oregon,364
2022-11-26,42,Pennsylvania,725
2022-11-26,72,Puerto Rico,101
2022-11-26,44,Rhode Island,14
2022-11-26,45,South Carolina,215
2022-11-26,46,South Dakota,58
2022-11-26,47,Tennessee,480
2022-11-26,48,Texas,1802
2022-11-26,US,US,18163
2022-11-26,49,Utah,29
2022-11-26,51,Virginia,396
2022-11-26,50,Vermont,13
2022-11-26,53,Washington,544
2022-11-26,55,Wisconsin,237
2022-11-26,54,West Virginia,189
2022-11-26,56,Wyoming,38
2022-11-19,02,Alaska,38
2022-11-19,01,Alabama,236
2022-11-19,05,Arkansas,214
2022-11-19,04,Arizona,313
2022-11-19,06,California,1499
2022-11-19,08,Colorado,107
2022-11-19,09,Connecticut,103
2022-11-19,11,District of Columbia,37
2022-11-19,10,Delaware,53
2022-11-19,12,Florida,518
2022-11-19,13,Georgia,210
2022-11-19,15,Hawaii,15
2022-11-19,19,Iowa,37
2022-11-19,16,Idaho,56
2022-11-19,17,Illinois,400
2022-11-19,18,Indiana,235
2022-11-19,20,Kansas,65
2022-11-19,21,Kentucky,291
2022-11-19,22,Louisiana,173
2022-11-19,25,Massachusetts,74
2022-11-19,24,Maryland,211
2022-11-19,23,Maine,14
2022-11-19,26,Michigan,166
2022-11-19,27,Minnesota,243
2022-11-19,29,Missouri,191
2022-11-19,28,Mississippi,250
2022-11-19,30,Montana,13
2022-11-19,37,North Carolina,369
2022-11-19,38,North Dakota,12
2022-11-19,31,Nebraska,31
2022-11-19,33,New Hampshire,9
2022-11-19,34,New Jersey,320
2022-11-19,35,New Mexico,163
2022-11-19,32,Nevada,138
2022-11-19,36,New York,496
2022-11-19,39,Ohio,311
2022-11-19,40,Oklahoma,157
2022-11-19,41,Oregon,113
2022-11-19,42,Pennsylvania,423
2022-11-19,72,Puerto Rico,85
2022-11-19,44,Rhode Island,3
2022-11-19,45,South Carolina,228
2022-11-19,46,South Dakota,24
2022-11-19,47,Tennessee,289
2022-11-19,48,Texas,1178
2022-11-19,US,US,10894
2022-11-19,49,Utah,8
2022-11-19,51,Virginia,262
2022-11-19,50,Vermont,2
2022-11-19,53,Washington,243
2022-11-19,55,Wisconsin,89
2022-11-19,54,West Virginia,136
2022-11-19,56,Wyoming,43
2022-11-12,02,Alaska,14
2022-11-12,01,Alabama,312
2022-11-12,05,Arkansas,203
2022-11-12,04,Arizona,136
2022-11-12,06,California,858
2022-11-12,08,Colorado,58
2022-11-12,09,Connecticut,52
2022-11-12,11,District of Columbia,44
2022-11-12,10,Delaware,13
2022-11-12,12,Florida,456
2022-11-12,13,Georgia,241
2022-11-12,15,Hawaii,21
2022-11-12,19,Iowa,20
2022-11-12,16,Idaho,11
2022-11-12,17,Illinois,268
2022-11-12,18,Indiana,136
2022-11-12,20,Kansas,45
2022-11-12,21,Kentucky,223
2022-11-12,22,Louisiana,167
2022-11-12,25,Massachusetts,34
2022-11-12,24,Maryland,216
2022-11-12,23,Maine,8
2022-11-12,26,Michigan,89
2022-11-12,27,Minnesota,165
2022-11-12,29,Missouri,111
2022-11-12,28,Mississippi,244
2022-11-12,30,Montana,11
2022-11-12,37,North Carolina,351
2022-11-12,38,North Dakota,9
2022-11-12,31,Nebraska,24
2022-11-12,33,New Hampshire,3
2022-11-12,34,New Jersey,295
2022-11-12,35,New Mexico,149
2022-11-12,32,Nevada,77
2022-11-12,36,New York,278
2022-11-12,39,Ohio,257
2022-11-12,40,Oklahoma,79
2022-11-12,41,Oregon,51
2022-11-12,42,Pennsylvania,353
2022-11-12,72,Puerto Rico,102
2022-11-12,44,Rhode Island,6
2022-11-12,45,South Carolina,256
2022-11-12,46,South Dakota,13
2022-11-12,47,Tennessee,321
2022-11-12,48,Texas,1117
2022-11-12,US,US,8521
2022-11-12,49,Utah,12
2022-11-12,51,Virginia,339
2022-11-12,50,Vermont,1
2022-11-12,53,Washington,89
2022-11-12,55,Wisconsin,45
2022-11-12,54,West Virginia,127
2022-11-12,56,Wyoming,11
2022-11-05,02,Alaska,15
2022-11-05,01,Alabama,350
2022-11-05,05,Arkansas,134
2022-11-05,04,Arizona,79
2022-11-05,06,California,416
2022-11-05,08,Colorado,35
2022-11-05,09,Connecticut,38
2022-11-05,11,District of Columbia,33
2022-11-05,10,Delaware,10
2022-11-05,12,Florida,290
2022-11-05,13,Georgia,206
2022-11-05,15,Hawaii,7
2022-11-05,19,Iowa,18
2022-11-05,16,Idaho,16
2022-11-05,17,Illinois,161
2022-11-05,18,Indiana,143
2022-11-05,20,Kansas,35
2022-11-05,21,Kentucky,124
2022-11-05,22,Louisiana,180
2022-11-05,25,Massachusetts,30
2022-11-05,24,Maryland,156
2022-11-05,23,Maine,3
2022-11-05,26,Michigan,55
2022-11-05,27,Minnesota,83
2022-11-05,29,Missouri,69
2022-11-05,28,Mississippi,261
2022-11-05,30,Montana,6
2022-11-05,37,North Carolina,283
2022-11-05,38,North Dakota,5
2022-11-05,31,Nebraska,31
2022-11-05,33,New Hampshire,3
2022-11-05,34,New Jersey,166
2022-11-05,35,New Mexico,90
2022-11-05,32,Nevada,29
2022-11-05,36,New York,190
2022-11-05,39,Ohio,183
2022-11-05,40,Oklahoma,49
2022-11-05,41,Oregon,32
2022-11-05,42,Pennsylvania,232
2022-11-05,72,Puerto Rico,103
2022-11-05,44,Rhode Island,3
2022-11-05,45,South Carolina,248
2022-11-05,46,South Dakota,9
2022-11-05,47,Tennessee,240
2022-11-05,48,Texas,968
2022-11-05,US,US,6303
2022-11-05,49,Utah,6
2022-11-05,51,Virginia,307
2022-11-05,50,Vermont,0
2022-11-05,53,Washington,43
2022-11-05,55,Wisconsin,33
2022-11-05,54,West Virginia,89
2022-11-05,56,Wyoming,8
2022-10-29,02,Alaska,11
2022-10-29,01,Alabama,249
2022-10-29,05,Arkansas,77
2022-10-29,04,Arizona,29
2022-10-29,06,California,199
2022-10-29,08,Colorado,27
2022-10-29,09,Connecticut,36
2022-10-29,11,District of Columbia,12
2022-10-29,10,Delaware,4
2022-10-29,12,Florida,241
2022-10-29,13,Georgia,178
2022-10-29,15,Hawaii,7
2022-10-29,19,Iowa,17
2022-10-29,16,Idaho,1
2022-10-29,17,Illinois,106
2022-10-29,18,Indiana,103
2022-10-29,20,Kansas,20
2022-10-29,21,Kentucky,66
2022-10-29,22,Louisiana,176
2022-10-29,25,Massachusetts,15
2022-10-29,24,Maryland,105
2022-10-29,23,Maine,3
2022-10-29,26,Michigan,48
2022-10-29,27,Minnesota,37
2022-10-29,29,Missouri,50
2022-10-29,28,Mississippi,148
2022-10-29,30,Montana,3
2022-10-29,37,North Carolina,185
2022-10-29,38,North Dakota,2
2022-10-29,31,Nebraska,12
2022-10-29,33,New Hampshire,0
2022-10-29,34,New Jersey,67
2022-10-29,35,New Mexico,53
2022-10-29,32,Nevada,11
2022-10-29,36,New York,106
2022-10-29,39,Ohio,106
2022-10-29,40,Oklahoma,59
2022-10-29,41,Oregon,5
2022-10-29,42,Pennsylvania,169
2022-10-29,72,Puerto Rico,73
2022-10-29,44,Rhode Island,0
2022-10-29,45,South Carolina,156
2022-10-29,46,South Dakota,9
2022-10-29,47,Tennessee,126
2022-10-29,48,Texas,708
2022-10-29,US,US,4108
2022-10-29,49,Utah,12
2022-10-29,51,Virginia,172
2022-10-29,50,Vermont,1
2022-10-29,53,Washington,33
2022-10-29,55,Wisconsin,15
2022-10-29,54,West Virginia,56
2022-10-29,56,Wyoming,4
2022-10-22,02,Alaska,1
2022-10-22,01,Alabama,130
2022-10-22,05,Arkansas,47
2022-10-22,04,Arizona,24
2022-10-22,06,California,121
2022-10-22,08,Colorado,14
2022-10-22,09,Connecticut,11
2022-10-22,11,District of Columbia,5
2022-10-22,10,Delaware,1
2022-10-22,12,Florida,124
2022-10-22,13,Georgia,118
2022-10-22,15,Hawaii,3
2022-10-22,19,Iowa,9
2022-10-22,16,Idaho,1
2022-10-22,17,Illinois,39
2022-10-22,18,Indiana,70
2022-10-22,20,Kansas,17
2022-10-22,21,Kentucky,13
2022-10-22,22,Louisiana,97
2022-10-22,25,Massachusetts,9
2022-10-22,24,Maryland,44
2022-10-22,23,Maine,0
2022-10-22,26,Michigan,12
2022-10-22,27,Minnesota,14
2022-10-22,29,Missouri,23
2022-10-22,28,Mississippi,88
2022-10-22,30,Montana,0
2022-10-22,37,North Carolina,71
2022-10-22,38,North Dakota,2
2022-10-22,31,Nebraska,12
2022-10-22,33,New Hampshire,1
2022-10-22,34,New Jersey,35
2022-10-22,35,New Mexico,26
2022-10-22,32,Nevada,14
2022-10-22,36,New York,43
2022-10-22,39,Ohio,34
2022-10-22,40,Oklahoma,30
2022-10-22,41,Oregon,6
2022-10-22,42,Pennsylvania,91
2022-10-22,72,Puerto Rico,54
2022-10-22,44,Rhode Island,2
2022-10-22,45,South Carolina,70
2022-10-22,46,South Dakota,13
2022-10-22,47,Tennessee,89
2022-10-22,48,Texas,481
2022-10-22,US,US,2243
2022-10-22,49,Utah,6
2022-10-22,51,Virginia,77
2022-10-22,50,Vermont,1
2022-10-22,53,Washington,21
2022-10-22,55,Wisconsin,11
2022-10-22,54,West Virginia,16
2022-10-22,56,Wyoming,2
2022-10-15,02,Alaska,5
2022-10-15,01,Alabama,81
2022-10-15,05,Arkansas,37
2022-10-15,04,Arizona,11
2022-10-15,06,California,87
2022-10-15,08,Colorado,3
2022-10-15,09,Connecticut,6
2022-10-15,11,District of Columbia,2
2022-10-15,10,Delaware,0
2022-10-15,12,Florida,101
2022-10-15,13,Georgia,108
2022-10-15,15,Hawaii,6
2022-10-15,19,Iowa,7
2022-10-15,16,Idaho,1
2022-10-15,17,Illinois,28
2022-10-15,18,Indiana,56
2022-10-15,20,Kansas,4
2022-10-15,21,Kentucky,23
2022-10-15,22,Louisiana,69
2022-10-15,25,Massachusetts,7
2022-10-15,24,Maryland,27
2022-10-15,23,Maine,0
2022-10-15,26,Michigan,15
2022-10-15,27,Minnesota,3
2022-10-15,29,Missouri,10
2022-10-15,28,Mississippi,67
2022-10-15,30,Montana,0
2022-10-15,37,North Carolina,34
2022-10-15,38,North Dakota,1
2022-10-15,31,Nebraska,11
2022-10-15,33,New Hampshire,0
2022-10-15,34,New Jersey,32
2022-10-15,35,New Mexico,24
2022-10-15,32,Nevada,12
2022-10-15,36,New York,48
2022-10-15,39,Ohio,32
2022-10-15,40,Oklahoma,15
2022-10-15,41,Oregon,3
2022-10-15,42,Pennsylvania,77
2022-10-15,72,Puerto Rico,54
2022-10-15,44,Rhode Island,0
2022-10-15,45,South Carolina,42
2022-10-15,46,South Dakota,12
2022-10-15,47,Tennessee,62
2022-10-15,48,Texas,311
2022-10-15,US,US,1618
2022-10-15,49,Utah,3
2022-10-15,51,Virginia,53
2022-10-15,50,Vermont,0
2022-10-15,53,Washington,13
2022-10-15,55,Wisconsin,2
2022-10-15,54,West Virginia,11
2022-10-15,56,Wyoming,2
2022-10-08,02,Alaska,0
2022-10-08,01,Alabama,38
2022-10-08,05,Arkansas,22
2022-10-08,04,Arizona,18
2022-10-08,06,California,92
2022-10-08,08,Colorado,2
2022-10-08,09,Connecticut,2
2022-10-08,11,District of Columbia,1
2022-10-08,10,Delaware,0
2022-10-08,12,Florida,113
2022-10-08,13,Georgia,82
2022-10-08,15,Hawaii,5
2022-10-08,19,Iowa,6
2022-10-08,16,Idaho,1
2022-10-08,17,Illinois,12
2022-10-08,18,Indiana,46
2022-10-08,20,Kansas,7
2022-10-08,21,Kentucky,7
2022-10-08,22,Louisiana,41
2022-10-08,25,Massachusetts,6
2022-10-08,24,Maryland,17
2022-10-08,23,Maine,1
2022-10-08,26,Michigan,12
2022-10-08,27,Minnesota,12
2022-10-08,29,Missouri,6
2022-10-08,28,Mississippi,60
2022-10-08,30,Montana,0
2022-10-08,37,North Carolina,20
2022-10-08,38,North Dakota,0
2022-10-08,31,Nebraska,20
2022-10-08,33,New Hampshire,0
2022-10-08,34,New Jersey,24
2022-10-08,35,New Mexico,25
2022-10-08,32,Nevada,32
2022-10-08,36,New York,38
2022-10-08,39,Ohio,18
2022-10-08,40,Oklahoma,7
2022-10-08,41,Oregon,0
2022-10-08,42,Pennsylvania,59
2022-10-08,72,Puerto Rico,40
2022-10-08,44,Rhode Island,1
2022-10-08,45,South Carolina,33
2022-10-08,46,South Dakota,10
2022-10-08,47,Tennessee,44
2022-10-08,48,Texas,225
2022-10-08,US,US,1276
2022-10-08,49,Utah,0
2022-10-08,51,Virginia,48
2022-10-08,50,Vermont,1
2022-10-08,53,Washington,15
2022-10-08,55,Wisconsin,1
2022-10-08,54,West Virginia,5
2022-10-08,56,Wyoming,1
2022-10-01,02,Alaska,2
2022-10-01,01,Alabama,23
2022-10-01,05,Arkansas,10
2022-10-01,04,Arizona,10
2022-10-01,06,California,68
2022-10-01,08,Colorado,3
2022-10-01,09,Connecticut,2
2022-10-01,11,District of Columbia,0
2022-10-01,10,Delaware,0
2022-10-01,12,Florida,78
2022-10-01,13,Georgia,49
2022-10-01,15,Hawaii,4
2022-10-01,19,Iowa,9
2022-10-01,16,Idaho,3
2022-10-01,17,Illinois,10
2022-10-01,18,Indiana,38
2022-10-01,20,Kansas,3
2022-10-01,21,Kentucky,4
2022-10-01,22,Louisiana,39
2022-10-01,25,Massachusetts,4
2022-10-01,24,Maryland,7
2022-10-01,23,Maine,0
2022-10-01,26,Michigan,4
2022-10-01,27,Minnesota,2
2022-10-01,29,Missouri,12
2022-10-01,28,Mississippi,29
2022-10-01,30,Montana,2
2022-10-01,37,North Carolina,21
2022-10-01,38,North Dakota,0
2022-10-01,31,Nebraska,18
2022-10-01,33,New Hampshire,1
2022-10-01,34,New Jersey,21
2022-10-01,35,New Mexico,14
2022-10-01,32,Nevada,15
2022-10-01,36,New York,28
2022-10-01,39,Ohio,15
2022-10-01,40,Oklahoma,8
2022-10-01,41,Oregon,1
2022-10-01,42,Pennsylvania,45
2022-10-01,72,Puerto Rico,49
2022-10-01,44,Rhode Island,1
2022-10-01,45,South Carolina,18
2022-10-01,46,South Dakota,10
2022-10-01,47,Tennessee,40
2022-10-01,48,Texas,129
2022-10-01,US,US,891
2022-10-01,49,Utah,0
2022-10-01,51,Virginia,29
2022-10-01,50,Vermont,0
2022-10-01,53,Washington,11
2022-10-01,55,Wisconsin,1
2022-10-01,54,West Virginia,1
2022-10-01,56,Wyoming,0
2022-09-24,02,Alaska,0
2022-09-24,01,Alabama,19
2022-09-24,05,Arkansas,7
2022-09-24,04,Arizona,9
2022-09-24,06,California,35
2022-09-24,08,Colorado,4
2022-09-24,09,Connecticut,3
2022-09-24,11,District of Columbia,1
2022-09-24,10,Delaware,0
2022-09-24,12,Florida,78
2022-09-24,13,Georgia,42
